node_index,node_id,node_type,node_name,node_source,node_classification
3570,89,gene_protein,ACTN3,NCBI,Gene
3571,1556,gene_protein,CYP2B7P,NCBI,Gene
3572,6440,gene_protein,SFTPC,NCBI,Gene
3573,84779,gene_protein,NAA11,NCBI,Gene
3574,3090,gene_protein,HIC1,NCBI,Gene
3576,8013,gene_protein,NR4A3,NCBI,Gene
3577,7574,gene_protein,ZNF26,NCBI,Gene
3578,1893,gene_protein,ECM1,NCBI,Gene
3579,23543,gene_protein,RBFOX2,NCBI,Gene
3580,2519,gene_protein,FUCA2,NCBI,Gene
3581,64805,gene_protein,P2RY12,NCBI,Gene
3584,9528,gene_protein,TMEM59,NCBI,Gene
3585,55689,gene_protein,YEATS2,NCBI,Gene
3586,8916,gene_protein,HERC3,NCBI,Gene
3587,3104,gene_protein,ZBTB48,NCBI,Gene
3588,1028,gene_protein,CDKN1C,NCBI,Gene
3589,54925,gene_protein,ZSCAN32,NCBI,Gene
3590,445,gene_protein,ASS1,NCBI,Gene
3591,51175,gene_protein,TUBE1,NCBI,Gene
3592,9493,gene_protein,KIF23,NCBI,Gene
3593,4836,gene_protein,NMT1,NCBI,Gene
3594,81559,gene_protein,TRIM11,NCBI,Gene
3595,4218,gene_protein,RAB8A,NCBI,Gene
3596,23598,gene_protein,PATZ1,NCBI,Gene
3597,23181,gene_protein,DIP2A,NCBI,Gene
3598,6658,gene_protein,SOX3,NCBI,Gene
3602,6865,gene_protein,TACR2,NCBI,Gene
3603,6875,gene_protein,TAF4B,NCBI,Gene
3605,3604,gene_protein,TNFRSF9,NCBI,Gene
3606,4512,gene_protein,MT-CO1,NCBI,Gene
3607,1482,gene_protein,NKX2-5,NCBI,Gene
3608,5798,gene_protein,PTPRN,NCBI,Gene
3610,51649,gene_protein,MRPS23,NCBI,Gene
3611,25896,gene_protein,INTS7,NCBI,Gene
3613,5097,gene_protein,PCDH1,NCBI,Gene
3615,92595,gene_protein,ZNF764,NCBI,Gene
3617,2650,gene_protein,GCNT1,NCBI,Gene
3618,51092,gene_protein,SIDT2,NCBI,Gene
3619,4624,gene_protein,MYH6,NCBI,Gene
3620,51123,gene_protein,ZNF706,NCBI,Gene
3622,6660,gene_protein,SOX5,NCBI,Gene
3623,696,gene_protein,BTN1A1,NCBI,Gene
3624,5187,gene_protein,PER1,NCBI,Gene
3625,51079,gene_protein,NDUFA13,NCBI,Gene
3627,6687,gene_protein,SPG7,NCBI,Gene
3629,51729,gene_protein,WBP11,NCBI,Gene
3631,240,gene_protein,ALOX5,NCBI,Gene
3632,3695,gene_protein,ITGB7,NCBI,Gene
3633,4335,gene_protein,MNT,NCBI,Gene
3635,3543,gene_protein,IGLL1,NCBI,Gene
3636,55589,gene_protein,BMP2K,NCBI,Gene
3637,29896,gene_protein,TRA2A,NCBI,Gene
3638,2776,gene_protein,GNAQ,NCBI,Gene
3641,4308,gene_protein,TRPM1,NCBI,Gene
3642,51004,gene_protein,COQ6,NCBI,Gene
3643,27120,gene_protein,DKKL1,NCBI,Gene
3644,4814,gene_protein,NINJ1,NCBI,Gene
3645,1910,gene_protein,EDNRB,NCBI,Gene
3646,3663,gene_protein,IRF5,NCBI,Gene
3647,7128,gene_protein,TNFAIP3,NCBI,Gene
3648,1006,gene_protein,CDH8,NCBI,Gene
3649,55361,gene_protein,PI4K2A,NCBI,Gene
3650,55148,gene_protein,UBR7,NCBI,Gene
3651,23265,gene_protein,EXOC7,NCBI,Gene
3652,473,gene_protein,RERE,NCBI,Gene
3653,117286,gene_protein,CIB3,NCBI,Gene
3654,115196,gene_protein,ZNF554,NCBI,Gene
3655,8218,gene_protein,CLTCL1,NCBI,Gene
3656,7727,gene_protein,ZNF174,NCBI,Gene
3659,4610,gene_protein,MYCL,NCBI,Gene
3661,84080,gene_protein,ENKD1,NCBI,Gene
3662,6942,gene_protein,TCF20,NCBI,Gene
3664,55773,gene_protein,TBC1D23,NCBI,Gene
3666,472,gene_protein,ATM,NCBI,Gene
3667,11023,gene_protein,VAX1,NCBI,Gene
3668,6456,gene_protein,SH3GL2,NCBI,Gene
3670,84866,gene_protein,TMEM25,NCBI,Gene
3672,8517,gene_protein,IKBKG,NCBI,Gene
3673,23354,gene_protein,HAUS5,NCBI,Gene
3674,11094,gene_protein,CACFD1,NCBI,Gene
3675,9949,gene_protein,AMMECR1,NCBI,Gene
3677,4926,gene_protein,NUMA1,NCBI,Gene
3678,255043,gene_protein,TMEM86B,NCBI,Gene
3679,4625,gene_protein,MYH7,NCBI,Gene
3681,4331,gene_protein,MNAT1,NCBI,Gene
3683,9533,gene_protein,POLR1C,NCBI,Gene
3684,8347,gene_protein,H2BC4,NCBI,Gene
3685,55266,gene_protein,TMEM19,NCBI,Gene
3686,51311,gene_protein,TLR8,NCBI,Gene
3687,896,gene_protein,CCND3,NCBI,Gene
3688,29119,gene_protein,CTNNA3,NCBI,Gene
3690,4621,gene_protein,MYH3,NCBI,Gene
3691,57731,gene_protein,SPTBN4,NCBI,Gene
3692,9700,gene_protein,ESPL1,NCBI,Gene
3693,2259,gene_protein,FGF14,NCBI,Gene
3694,6452,gene_protein,SH3BP2,NCBI,Gene
3698,1297,gene_protein,COL9A1,NCBI,Gene
3699,221955,gene_protein,DAGLB,NCBI,Gene
3700,23023,gene_protein,TMCC1,NCBI,Gene
3701,55890,gene_protein,GPRC5C,NCBI,Gene
3702,11041,gene_protein,B4GAT1,NCBI,Gene
3703,6563,gene_protein,SLC14A1,NCBI,Gene
3705,317749,gene_protein,DHRS4L2,NCBI,Gene
3707,51099,gene_protein,ABHD5,NCBI,Gene
3708,27033,gene_protein,ZBTB32,NCBI,Gene
3709,10262,gene_protein,SF3B4,NCBI,Gene
3711,26052,gene_protein,DNM3,NCBI,Gene
3712,1591,gene_protein,CYP24A1,NCBI,Gene
3713,9524,gene_protein,TECR,NCBI,Gene
3715,4217,gene_protein,MAP3K5,NCBI,Gene
3716,2960,gene_protein,GTF2E1,NCBI,Gene
3717,2822,gene_protein,GPLD1,NCBI,Gene
3718,55658,gene_protein,RNF126,NCBI,Gene
3719,22859,gene_protein,ADGRL1,NCBI,Gene
3720,55697,gene_protein,VAC14,NCBI,Gene
3721,10345,gene_protein,TRDN,NCBI,Gene
3723,7592,gene_protein,ZNF41,NCBI,Gene
3724,57094,gene_protein,CPA6,NCBI,Gene
3726,9113,gene_protein,LATS1,NCBI,Gene
3727,114971,gene_protein,PTPMT1,NCBI,Gene
3729,4772,gene_protein,NFATC1,NCBI,Gene
3731,27175,gene_protein,TUBG2,NCBI,Gene
3732,2230,gene_protein,FDX1,NCBI,Gene
3735,5932,gene_protein,RBBP8,NCBI,Gene
3736,4739,gene_protein,NEDD9,NCBI,Gene
3737,2889,gene_protein,RAPGEF1,NCBI,Gene
3738,7443,gene_protein,VRK1,NCBI,Gene
3740,4068,gene_protein,SH2D1A,NCBI,Gene
3741,7840,gene_protein,ALMS1,NCBI,Gene
3742,9766,gene_protein,SUSD6,NCBI,Gene
3744,57552,gene_protein,NCEH1,NCBI,Gene
3746,57088,gene_protein,PLSCR4,NCBI,Gene
3747,54535,gene_protein,CCHCR1,NCBI,Gene
3749,9378,gene_protein,NRXN1,NCBI,Gene
3751,80131,gene_protein,LRRC8E,NCBI,Gene
3752,83460,gene_protein,EMC6,NCBI,Gene
3753,658,gene_protein,BMPR1B,NCBI,Gene
3754,7135,gene_protein,TNNI1,NCBI,Gene
3755,6884,gene_protein,TAF13,NCBI,Gene
3756,6535,gene_protein,SLC6A8,NCBI,Gene
3757,1000,gene_protein,CDH2,NCBI,Gene
3758,1665,gene_protein,DHX15,NCBI,Gene
3759,28952,gene_protein,CCDC22,NCBI,Gene
3760,83900,gene_protein,KRTAP9-3,NCBI,Gene
3762,5940,gene_protein,RBMY1A1,NCBI,Gene
3763,10801,gene_protein,SEPTIN9,NCBI,Gene
3764,55833,gene_protein,UBAP2,NCBI,Gene
3765,2050,gene_protein,EPHB4,NCBI,Gene
3766,10570,gene_protein,DPYSL4,NCBI,Gene
3767,55201,gene_protein,MAP1S,NCBI,Gene
3768,90827,gene_protein,ZNF479,NCBI,Gene
3769,84451,gene_protein,MAP3K21,NCBI,Gene
3771,63971,gene_protein,KIF13A,NCBI,Gene
3772,5156,gene_protein,PDGFRA,NCBI,Gene
3774,3122,gene_protein,HLA-DRA,NCBI,Gene
3775,4758,gene_protein,NEU1,NCBI,Gene
3776,7115,gene_protein,TMSB4XP1,NCBI,Gene
3777,57414,gene_protein,RHBDD2,NCBI,Gene
3778,23491,gene_protein,CES3,NCBI,Gene
3779,3963,gene_protein,LGALS7,NCBI,Gene
3780,84276,gene_protein,NICN1,NCBI,Gene
3781,3005,gene_protein,H1-0,NCBI,Gene
3782,51706,gene_protein,CYB5R1,NCBI,Gene
3783,4884,gene_protein,NPTX1,NCBI,Gene
3784,6610,gene_protein,SMPD2,NCBI,Gene
3787,10520,gene_protein,ZNF211,NCBI,Gene
3789,7752,gene_protein,ZNF200,NCBI,Gene
3795,667,gene_protein,DST,NCBI,Gene
3796,2954,gene_protein,GSTZ1,NCBI,Gene
3797,55559,gene_protein,HAUS7,NCBI,Gene
3799,8099,gene_protein,CDK2AP1,NCBI,Gene
3803,6787,gene_protein,NEK4,NCBI,Gene
3804,147912,gene_protein,SIX5,NCBI,Gene
3806,57561,gene_protein,ARRDC3,NCBI,Gene
3807,4102,gene_protein,MAGEA3,NCBI,Gene
3808,6811,gene_protein,STX5,NCBI,Gene
3809,22871,gene_protein,NLGN1,NCBI,Gene
3810,6470,gene_protein,SHMT1,NCBI,Gene
3811,677,gene_protein,ZFP36L1,NCBI,Gene
3815,54840,gene_protein,APTX,NCBI,Gene
3816,51131,gene_protein,PHF11,NCBI,Gene
3818,1469,gene_protein,CST1,NCBI,Gene
3819,3636,gene_protein,INPPL1,NCBI,Gene
3821,9903,gene_protein,KLHL21,NCBI,Gene
3822,51444,gene_protein,RNF138,NCBI,Gene
3823,10406,gene_protein,WFDC2,NCBI,Gene
3824,51069,gene_protein,MRPL2,NCBI,Gene
3825,2846,gene_protein,LPAR4,NCBI,Gene
3826,55719,gene_protein,SLF2,NCBI,Gene
3827,9275,gene_protein,BCL7B,NCBI,Gene
3828,5562,gene_protein,PRKAA1,NCBI,Gene
3830,4688,gene_protein,NCF2,NCBI,Gene
3831,11085,gene_protein,ADAM30,NCBI,Gene
3832,8874,gene_protein,ARHGEF7,NCBI,Gene
3833,23077,gene_protein,MYCBP2,NCBI,Gene
3835,116225,gene_protein,ZMYND19,NCBI,Gene
3837,51225,gene_protein,ABI3,NCBI,Gene
3838,3623,gene_protein,INHA,NCBI,Gene
3843,3399,gene_protein,ID3,NCBI,Gene
3844,146542,gene_protein,ZNF688,NCBI,Gene
3845,93166,gene_protein,PRDM6,NCBI,Gene
3846,27156,gene_protein,RSPH14,NCBI,Gene
3847,10965,gene_protein,ACOT2,NCBI,Gene
3848,23082,gene_protein,PPRC1,NCBI,Gene
3849,3673,gene_protein,ITGA2,NCBI,Gene
3850,66037,gene_protein,BOLL,NCBI,Gene
3852,29781,gene_protein,NCAPH2,NCBI,Gene
3854,123722,gene_protein,FSD2,NCBI,Gene
3855,84265,gene_protein,POLR3GL,NCBI,Gene
3856,7756,gene_protein,ZNF207,NCBI,Gene
3858,2215,gene_protein,FCGR3B,NCBI,Gene
3859,85293,gene_protein,KRTAP3-3,NCBI,Gene
3860,7409,gene_protein,VAV1,NCBI,Gene
3862,3073,gene_protein,HEXA,NCBI,Gene
3863,9842,gene_protein,PLEKHM1,NCBI,Gene
3864,26580,gene_protein,BSCL2,NCBI,Gene
3865,6671,gene_protein,SP4,NCBI,Gene
3866,54583,gene_protein,EGLN1,NCBI,Gene
3867,5316,gene_protein,PKNOX1,NCBI,Gene
3869,11321,gene_protein,GPN1,NCBI,Gene
3870,9666,gene_protein,DZIP3,NCBI,Gene
3871,7335,gene_protein,UBE2V1,NCBI,Gene
3872,2045,gene_protein,EPHA7,NCBI,Gene
3873,7364,gene_protein,UGT2B7,NCBI,Gene
3874,7750,gene_protein,ZMYM2,NCBI,Gene
3875,8291,gene_protein,DYSF,NCBI,Gene
3877,56941,gene_protein,HMCES,NCBI,Gene
3879,348,gene_protein,APOE,NCBI,Gene
3880,55753,gene_protein,OGDHL,NCBI,Gene
3881,4109,gene_protein,MAGEA10,NCBI,Gene
3882,10985,gene_protein,GCN1,NCBI,Gene
3883,317,gene_protein,APAF1,NCBI,Gene
3884,23787,gene_protein,MTCH1,NCBI,Gene
3885,57786,gene_protein,RBAK,NCBI,Gene
3888,79818,gene_protein,ZNF552,NCBI,Gene
3889,29948,gene_protein,OSGIN1,NCBI,Gene
3890,8879,gene_protein,SGPL1,NCBI,Gene
3894,1589,gene_protein,CYP21A2,NCBI,Gene
3895,3447,gene_protein,IFNA13,NCBI,Gene
3896,9873,gene_protein,FCHSD2,NCBI,Gene
3897,9296,gene_protein,ATP6V1F,NCBI,Gene
3898,1434,gene_protein,CSE1L,NCBI,Gene
3900,340359,gene_protein,KLHL38,NCBI,Gene
3901,10257,gene_protein,ABCC4,NCBI,Gene
3902,6158,gene_protein,RPL28,NCBI,Gene
3903,6510,gene_protein,SLC1A5,NCBI,Gene
3904,10490,gene_protein,VTI1B,NCBI,Gene
3906,8313,gene_protein,AXIN2,NCBI,Gene
3908,23479,gene_protein,ISCU,NCBI,Gene
3909,23279,gene_protein,NUP160,NCBI,Gene
3910,3672,gene_protein,ITGA1,NCBI,Gene
3911,7048,gene_protein,TGFBR2,NCBI,Gene
3912,118,gene_protein,ADD1,NCBI,Gene
3913,27180,gene_protein,SIGLEC9,NCBI,Gene
3915,1911,gene_protein,PHC1,NCBI,Gene
3916,284111,gene_protein,SLC13A5,NCBI,Gene
3917,5582,gene_protein,PRKCG,NCBI,Gene
3918,9887,gene_protein,SMG7,NCBI,Gene
3920,23201,gene_protein,FAM168A,NCBI,Gene
3923,10195,gene_protein,ALG3,NCBI,Gene
3924,1047,gene_protein,CLGN,NCBI,Gene
3927,8438,gene_protein,RAD54L,NCBI,Gene
3928,4208,gene_protein,MEF2C,NCBI,Gene
3929,29925,gene_protein,GMPPB,NCBI,Gene
3930,169693,gene_protein,TMEM252,NCBI,Gene
3934,345274,gene_protein,SLC10A6,NCBI,Gene
3935,9185,gene_protein,REPS2,NCBI,Gene
3936,738,gene_protein,VPS51,NCBI,Gene
3937,23545,gene_protein,ATP6V0A2,NCBI,Gene
3938,60506,gene_protein,NYX,NCBI,Gene
3939,23094,gene_protein,SIPA1L3,NCBI,Gene
3940,55898,gene_protein,UNC45A,NCBI,Gene
3941,4036,gene_protein,LRP2,NCBI,Gene
3942,25829,gene_protein,TMEM184B,NCBI,Gene
3944,85407,gene_protein,NKD1,NCBI,Gene
3945,2537,gene_protein,IFI6,NCBI,Gene
3946,29943,gene_protein,PADI1,NCBI,Gene
3947,1184,gene_protein,CLCN5,NCBI,Gene
3949,1601,gene_protein,DAB2,NCBI,Gene
3952,79012,gene_protein,CAMKV,NCBI,Gene
3954,4863,gene_protein,NPAT,NCBI,Gene
3955,1544,gene_protein,CYP1A2,NCBI,Gene
3956,84313,gene_protein,VPS25,NCBI,Gene
3957,64781,gene_protein,CERK,NCBI,Gene
3958,10101,gene_protein,NUBP2,NCBI,Gene
3960,6788,gene_protein,STK3,NCBI,Gene
3963,7334,gene_protein,UBE2N,NCBI,Gene
3964,160760,gene_protein,PPTC7,NCBI,Gene
3965,10735,gene_protein,STAG2,NCBI,Gene
3966,10111,gene_protein,RAD50,NCBI,Gene
3967,859,gene_protein,CAV3,NCBI,Gene
3968,5576,gene_protein,PRKAR2A,NCBI,Gene
3971,3861,gene_protein,KRT14,NCBI,Gene
3972,4791,gene_protein,NFKB2,NCBI,Gene
3973,22905,gene_protein,EPN2,NCBI,Gene
3975,54662,gene_protein,TBC1D13,NCBI,Gene
3976,7051,gene_protein,TGM1,NCBI,Gene
3977,9063,gene_protein,PIAS2,NCBI,Gene
3978,51014,gene_protein,TMED7,NCBI,Gene
3979,51474,gene_protein,LIMA1,NCBI,Gene
3980,1621,gene_protein,DBH,NCBI,Gene
3984,7551,gene_protein,ZNF3,NCBI,Gene
3985,93492,gene_protein,TPTE2,NCBI,Gene
3986,27030,gene_protein,MLH3,NCBI,Gene
3987,93185,gene_protein,IGSF8,NCBI,Gene
3989,84062,gene_protein,DTNBP1,NCBI,Gene
3992,401,gene_protein,PHOX2A,NCBI,Gene
3994,5268,gene_protein,SERPINB5,NCBI,Gene
3996,7184,gene_protein,HSP90B1,NCBI,Gene
3997,58529,gene_protein,MYOZ1,NCBI,Gene
3998,10346,gene_protein,TRIM22,NCBI,Gene
4000,7922,gene_protein,SLC39A7,NCBI,Gene
4002,2633,gene_protein,GBP1,NCBI,Gene
4003,7018,gene_protein,TF,NCBI,Gene
4005,51384,gene_protein,WNT16,NCBI,Gene
4008,8193,gene_protein,DPF1,NCBI,Gene
4010,7056,gene_protein,THBD,NCBI,Gene
4011,2195,gene_protein,FAT1,NCBI,Gene
4012,570,gene_protein,BAAT,NCBI,Gene
4013,10106,gene_protein,CTDSP2,NCBI,Gene
4014,151393,gene_protein,RMDN2,NCBI,Gene
4015,51,gene_protein,ACOX1,NCBI,Gene
4016,22856,gene_protein,CHSY1,NCBI,Gene
4017,399,gene_protein,RHOH,NCBI,Gene
4018,9509,gene_protein,ADAMTS2,NCBI,Gene
4022,58508,gene_protein,KMT2C,NCBI,Gene
4023,2488,gene_protein,FSHB,NCBI,Gene
4024,6293,gene_protein,VPS52,NCBI,Gene
4027,139067,gene_protein,SPANXN3,NCBI,Gene
4028,23648,gene_protein,SSBP3,NCBI,Gene
4029,221662,gene_protein,RBM24,NCBI,Gene
4030,6617,gene_protein,SNAPC1,NCBI,Gene
4031,4616,gene_protein,GADD45B,NCBI,Gene
4034,57553,gene_protein,MICAL3,NCBI,Gene
4035,10040,gene_protein,TOM1L1,NCBI,Gene
4036,23637,gene_protein,RABGAP1,NCBI,Gene
4039,25912,gene_protein,C1orf43,NCBI,Gene
4041,55846,gene_protein,ITFG2,NCBI,Gene
4042,5610,gene_protein,EIF2AK2,NCBI,Gene
4043,1731,gene_protein,SEPTIN1,NCBI,Gene
4046,6232,gene_protein,RPS27,NCBI,Gene
4047,80195,gene_protein,TMEM254,NCBI,Gene
4048,5631,gene_protein,PRPS1,NCBI,Gene
4049,55330,gene_protein,BLOC1S4,NCBI,Gene
4051,6102,gene_protein,RP2,NCBI,Gene
4052,2872,gene_protein,MKNK2,NCBI,Gene
4053,9736,gene_protein,USP34,NCBI,Gene
4055,3933,gene_protein,LCN1,NCBI,Gene
4056,3108,gene_protein,HLA-DMA,NCBI,Gene
4058,7957,gene_protein,EPM2A,NCBI,Gene
4061,5887,gene_protein,RAD23B,NCBI,Gene
4062,57683,gene_protein,ZDBF2,NCBI,Gene
4064,8529,gene_protein,CYP4F2,NCBI,Gene
4066,22888,gene_protein,UBOX5,NCBI,Gene
4069,162239,gene_protein,ZFP1,NCBI,Gene
4070,9880,gene_protein,ZBTB39,NCBI,Gene
4071,8022,gene_protein,LHX3,NCBI,Gene
4072,79696,gene_protein,ZC2HC1C,NCBI,Gene
4074,4055,gene_protein,LTBR,NCBI,Gene
4076,25834,gene_protein,MGAT4C,NCBI,Gene
4077,9590,gene_protein,AKAP12,NCBI,Gene
4078,140691,gene_protein,TRIM69,NCBI,Gene
4079,7094,gene_protein,TLN1,NCBI,Gene
4080,1540,gene_protein,CYLD,NCBI,Gene
4081,741,gene_protein,ZNHIT2,NCBI,Gene
4082,976,gene_protein,ADGRE5,NCBI,Gene
4083,3030,gene_protein,HADHA,NCBI,Gene
4084,332,gene_protein,BIRC5,NCBI,Gene
4087,23127,gene_protein,COLGALT2,NCBI,Gene
4088,56288,gene_protein,PARD3,NCBI,Gene
4089,8349,gene_protein,H2BC21,NCBI,Gene
4090,22889,gene_protein,KHDC4,NCBI,Gene
4092,6821,gene_protein,SUOX,NCBI,Gene
4093,7104,gene_protein,TM4SF4,NCBI,Gene
4094,5190,gene_protein,PEX6,NCBI,Gene
4097,6645,gene_protein,SNTB2,NCBI,Gene
4100,11249,gene_protein,NXPH2,NCBI,Gene
4103,2180,gene_protein,ACSL1,NCBI,Gene
4104,2042,gene_protein,EPHA3,NCBI,Gene
4105,2266,gene_protein,FGG,NCBI,Gene
4106,25886,gene_protein,POC1A,NCBI,Gene
4107,3040,gene_protein,HBA2,NCBI,Gene
4108,7832,gene_protein,BTG2,NCBI,Gene
4109,54205,gene_protein,CYCS,NCBI,Gene
4110,2838,gene_protein,GPR15,NCBI,Gene
4112,4854,gene_protein,NOTCH3,NCBI,Gene
4113,6515,gene_protein,SLC2A3,NCBI,Gene
4114,8600,gene_protein,TNFSF11,NCBI,Gene
4115,54978,gene_protein,SLC35F6,NCBI,Gene
4116,5671,gene_protein,PSG3,NCBI,Gene
4118,26147,gene_protein,PHF19,NCBI,Gene
4119,587,gene_protein,BCAT2,NCBI,Gene
4122,9328,gene_protein,GTF3C5,NCBI,Gene
4123,8897,gene_protein,MTMR3,NCBI,Gene
4124,644591,gene_protein,PPIAL4G,NCBI,Gene
4129,1632,gene_protein,ECI1,NCBI,Gene
4131,11190,gene_protein,CEP250,NCBI,Gene
4134,3015,gene_protein,H2AZ1,NCBI,Gene
4136,3219,gene_protein,HOXB9,NCBI,Gene
4139,56658,gene_protein,TRIM39,NCBI,Gene
4140,9302,gene_protein,SNORD26,NCBI,Gene
4142,22806,gene_protein,IKZF3,NCBI,Gene
4144,4296,gene_protein,MAP3K11,NCBI,Gene
4147,57532,gene_protein,NUFIP2,NCBI,Gene
4150,126306,gene_protein,JSRP1,NCBI,Gene
4151,5002,gene_protein,SLC22A18,NCBI,Gene
4152,5243,gene_protein,ABCB1,NCBI,Gene
4153,1735,gene_protein,DIO3,NCBI,Gene
4155,56947,gene_protein,MFF,NCBI,Gene
4157,53358,gene_protein,SHC3,NCBI,Gene
4158,11101,gene_protein,ATE1,NCBI,Gene
4160,3702,gene_protein,ITK,NCBI,Gene
4161,81622,gene_protein,UNC93B1,NCBI,Gene
4162,5771,gene_protein,PTPN2,NCBI,Gene
4163,8615,gene_protein,USO1,NCBI,Gene
4164,57822,gene_protein,GRHL3,NCBI,Gene
4165,23635,gene_protein,SSBP2,NCBI,Gene
4167,9592,gene_protein,IER2,NCBI,Gene
4168,1366,gene_protein,CLDN7,NCBI,Gene
4169,3373,gene_protein,HYAL1,NCBI,Gene
4170,10140,gene_protein,TOB1,NCBI,Gene
4171,2222,gene_protein,FDFT1,NCBI,Gene
4173,6888,gene_protein,TALDO1,NCBI,Gene
4174,54437,gene_protein,SEMA5B,NCBI,Gene
4175,81035,gene_protein,COLEC12,NCBI,Gene
4177,79724,gene_protein,ZNF768,NCBI,Gene
4178,9021,gene_protein,SOCS3,NCBI,Gene
4179,11148,gene_protein,HHLA2,NCBI,Gene
4180,56159,gene_protein,TEX11,NCBI,Gene
4181,2644,gene_protein,GCHFR,NCBI,Gene
4182,1281,gene_protein,COL3A1,NCBI,Gene
4185,10351,gene_protein,ABCA8,NCBI,Gene
4186,624,gene_protein,BDKRB2,NCBI,Gene
4187,91147,gene_protein,TMEM67,NCBI,Gene
4189,10612,gene_protein,TRIM3,NCBI,Gene
4191,8520,gene_protein,HAT1,NCBI,Gene
4193,10360,gene_protein,NPM3,NCBI,Gene
4194,25885,gene_protein,POLR1A,NCBI,Gene
4196,81786,gene_protein,TRIM7,NCBI,Gene
4197,5064,gene_protein,PALM,NCBI,Gene
4198,5520,gene_protein,PPP2R2A,NCBI,Gene
4200,1630,gene_protein,DCC,NCBI,Gene
4202,8969,gene_protein,H2AC11,NCBI,Gene
4203,10301,gene_protein,DLEU1,NCBI,Gene
4205,721,gene_protein,C4B,NCBI,Gene
4206,7480,gene_protein,WNT10B,NCBI,Gene
4207,2866,gene_protein,GPR42,NCBI,Gene
4208,26155,gene_protein,NOC2L,NCBI,Gene
4209,7273,gene_protein,TTN,NCBI,Gene
4211,10761,gene_protein,PLAC1,NCBI,Gene
4213,2562,gene_protein,GABRB3,NCBI,Gene
4215,55691,gene_protein,FRMD4A,NCBI,Gene
4216,80146,gene_protein,UXS1,NCBI,Gene
4217,9092,gene_protein,SART1,NCBI,Gene
4218,8394,gene_protein,PIP5K1A,NCBI,Gene
4219,1981,gene_protein,EIF4G1,NCBI,Gene
4220,9470,gene_protein,EIF4E2,NCBI,Gene
4221,2688,gene_protein,GH1,NCBI,Gene
4222,989,gene_protein,SEPTIN7,NCBI,Gene
4223,11243,gene_protein,PMF1,NCBI,Gene
4224,26146,gene_protein,TRAF3IP1,NCBI,Gene
4225,51686,gene_protein,OAZ3,NCBI,Gene
4226,219,gene_protein,ALDH1B1,NCBI,Gene
4228,83543,gene_protein,AIF1L,NCBI,Gene
4229,23,gene_protein,ABCF1,NCBI,Gene
4230,3020,gene_protein,H3-3A,NCBI,Gene
4231,23059,gene_protein,CLUAP1,NCBI,Gene
4236,9329,gene_protein,GTF3C4,NCBI,Gene
4237,55135,gene_protein,WRAP53,NCBI,Gene
4239,57213,gene_protein,SPRYD7,NCBI,Gene
4241,6383,gene_protein,SDC2,NCBI,Gene
4242,10791,gene_protein,VAMP5,NCBI,Gene
4243,9567,gene_protein,GTPBP1,NCBI,Gene
4244,51218,gene_protein,GLRX5,NCBI,Gene
4246,28998,gene_protein,MRPL13,NCBI,Gene
4247,54511,gene_protein,HMGCLL1,NCBI,Gene
4249,6399,gene_protein,TRAPPC2,NCBI,Gene
4251,54972,gene_protein,TMEM132A,NCBI,Gene
4253,9910,gene_protein,RABGAP1L,NCBI,Gene
4254,892,gene_protein,CCNC,NCBI,Gene
4255,9917,gene_protein,FAM20B,NCBI,Gene
4256,745,gene_protein,MYRF,NCBI,Gene
4258,5352,gene_protein,PLOD2,NCBI,Gene
4259,2131,gene_protein,EXT1,NCBI,Gene
4263,83746,gene_protein,L3MBTL2,NCBI,Gene
4265,11342,gene_protein,RNF13,NCBI,Gene
4266,23233,gene_protein,EXOC6B,NCBI,Gene
4267,9902,gene_protein,MRC2,NCBI,Gene
4269,57463,gene_protein,AMIGO1,NCBI,Gene
4270,51438,gene_protein,MAGEC2,NCBI,Gene
4271,50674,gene_protein,NEUROG3,NCBI,Gene
4273,56122,gene_protein,PCDHB14,NCBI,Gene
4274,2969,gene_protein,GTF2I,NCBI,Gene
4275,7360,gene_protein,UGP2,NCBI,Gene
4276,6691,gene_protein,SPINK2,NCBI,Gene
4277,6100,gene_protein,RP9,NCBI,Gene
4279,8439,gene_protein,NSMAF,NCBI,Gene
4280,7773,gene_protein,ZNF230,NCBI,Gene
4282,11213,gene_protein,IRAK3,NCBI,Gene
4285,262,gene_protein,AMD1,NCBI,Gene
4286,92906,gene_protein,HNRNPLL,NCBI,Gene
4287,9576,gene_protein,SPAG6,NCBI,Gene
4289,55668,gene_protein,GPATCH2L,NCBI,Gene
4290,25949,gene_protein,SYF2,NCBI,Gene
4291,57215,gene_protein,THAP11,NCBI,Gene
4293,8031,gene_protein,NCOA4,NCBI,Gene
4295,10018,gene_protein,BCL2L11,NCBI,Gene
4296,23299,gene_protein,BICD2,NCBI,Gene
4297,55506,gene_protein,MACROH2A2,NCBI,Gene
4298,278,gene_protein,AMY1C,NCBI,Gene
4299,84648,gene_protein,LCE3D,NCBI,Gene
4301,10869,gene_protein,USP19,NCBI,Gene
4302,2115,gene_protein,ETV1,NCBI,Gene
4303,8493,gene_protein,PPM1D,NCBI,Gene
4304,26525,gene_protein,IL36RN,NCBI,Gene
4305,51341,gene_protein,ZBTB7A,NCBI,Gene
4306,79754,gene_protein,ASB13,NCBI,Gene
4309,6504,gene_protein,SLAMF1,NCBI,Gene
4311,84317,gene_protein,CCDC115,NCBI,Gene
